Frame,Right Lower Leg x_mean,Right Lower Leg x_std,Right Lower Leg x_min,Right Lower Leg x_max,Right Lower Leg x_auc,Right Lower Leg x_peaks,Right Lower Leg y_mean,Right Lower Leg y_std,Right Lower Leg y_min,Right Lower Leg y_max,Right Lower Leg y_auc,Right Lower Leg y_peaks,Right Lower Leg z_mean,Right Lower Leg z_std,Right Lower Leg z_min,Right Lower Leg z_max,Right Lower Leg z_auc,Right Lower Leg z_peaks,Left Lower Leg x_mean,Left Lower Leg x_std,Left Lower Leg x_min,Left Lower Leg x_max,Left Lower Leg x_auc,Left Lower Leg x_peaks,Left Lower Leg y_mean,Left Lower Leg y_std,Left Lower Leg y_min,Left Lower Leg y_max,Left Lower Leg y_auc,Left Lower Leg y_peaks,Left Lower Leg z_mean,Left Lower Leg z_std,Left Lower Leg z_min,Left Lower Leg z_max,Left Lower Leg z_auc,Left Lower Leg z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,rms_xy_right_lower_leg_mean,rms_xy_right_lower_leg_std,rms_xy_right_lower_leg_min,rms_xy_right_lower_leg_max,rms_xy_right_lower_leg_auc,rms_xy_right_lower_leg_peaks,rms_yz_right_lower_leg_mean,rms_yz_right_lower_leg_std,rms_yz_right_lower_leg_min,rms_yz_right_lower_leg_max,rms_yz_right_lower_leg_auc,rms_yz_right_lower_leg_peaks,rms_zx_right_lower_leg_mean,rms_zx_right_lower_leg_std,rms_zx_right_lower_leg_min,rms_zx_right_lower_leg_max,rms_zx_right_lower_leg_auc,rms_zx_right_lower_leg_peaks,rms_xyz_right_lower_leg_mean,rms_xyz_right_lower_leg_std,rms_xyz_right_lower_leg_min,rms_xyz_right_lower_leg_max,rms_xyz_right_lower_leg_auc,rms_xyz_right_lower_leg_peaks,rms_xy_left_lower_leg_mean,rms_xy_left_lower_leg_std,rms_xy_left_lower_leg_min,rms_xy_left_lower_leg_max,rms_xy_left_lower_leg_auc,rms_xy_left_lower_leg_peaks,rms_yz_left_lower_leg_mean,rms_yz_left_lower_leg_std,rms_yz_left_lower_leg_min,rms_yz_left_lower_leg_max,rms_yz_left_lower_leg_auc,rms_yz_left_lower_leg_peaks,rms_zx_left_lower_leg_mean,rms_zx_left_lower_leg_std,rms_zx_left_lower_leg_min,rms_zx_left_lower_leg_max,rms_zx_left_lower_leg_auc,rms_zx_left_lower_leg_peaks,rms_xyz_left_lower_leg_mean,rms_xyz_left_lower_leg_std,rms_xyz_left_lower_leg_min,rms_xyz_left_lower_leg_max,rms_xyz_left_lower_leg_auc,rms_xyz_left_lower_leg_peaks,roll_right_lower_leg_mean,roll_right_lower_leg_std,roll_right_lower_leg_min,roll_right_lower_leg_max,roll_right_lower_leg_auc,roll_right_lower_leg_peaks,pitch_right_lower_leg_mean,pitch_right_lower_leg_std,pitch_right_lower_leg_min,pitch_right_lower_leg_max,pitch_right_lower_leg_auc,pitch_right_lower_leg_peaks,roll_left_lower_leg_mean,roll_left_lower_leg_std,roll_left_lower_leg_min,roll_left_lower_leg_max,roll_left_lower_leg_auc,roll_left_lower_leg_peaks,class
45180,0.015307227683333334,0.08128236848543828,-0.160321405,0.300805604,0.918433661,15,-0.009446492066666668,0.0945489907560332,-0.283632041,0.231038637,-0.566789524,13,0.006781951716666667,0.046379245835814785,-0.081494787,0.206764359,0.406917103,19,0.006301787783333332,0.11759977798239603,-0.203171582,0.253659662,0.3781072669999999,17,0.014093372816666668,0.10061521861284702,-0.26664651,0.214180846,0.8456023690000001,14,-0.00012183733333333448,0.04295957465832842,-0.10812698,0.125358805,-0.0073102400000000685,20,0.0,0.0,0,0,0,0,0.10456600240616663,0.06896371977242788,0.015854372893131095,0.413438201040531,6.273960144369998,17,0.08870498018084821,0.0567990322926946,0.006846020910744722,0.2850877745556876,5.322298810850893,18,0.07721537600231904,0.05458613504635185,0.019985280979276147,0.3021786159163049,4.632922560139142,19,0.11569379275075656,0.06679263623957556,0.026528181853999456,0.414438234962605,6.941627565045393,16,0.13482304403596282,0.07556562070201014,0.007016300700665915,0.3016073900607648,8.08938264215777,16,0.08992588589100838,0.06282694444008251,0.0033773010734733143,0.2667161105308237,5.395553153460503,20,0.10792941839770352,0.062204803675724674,0.014764215669942274,0.2592591723040894,6.475765103862211,19,0.14170975937334465,0.07496013922393502,0.015096608095100468,0.31200542320506497,8.502585562400679,20,-5.183304806689735,47.875440939163795,-78.94992886360288,81.02286119434962,-310.9982884013841,15,6.169903585681071,38.6694889093258,-76.61963509857306,87.17970277124529,370.1942151408643,16,2.689373144806917,39.164422250968386,-74.58278194997582,70.63009257806772,161.36238868841502,17,0
45240,-0.0039013536166666654,0.10339810571416708,-0.248580475,0.223455304,-0.23408121699999992,14,-0.0024715640499999997,0.11175619457047838,-0.252098754,0.226218988,-0.14829384299999998,15,-0.002207991483333335,0.05001819889604713,-0.09359896,0.158192493,-0.1324794890000001,16,0.014342520900000004,0.130351872780891,-0.28382548,0.315140566,0.8605512540000002,16,-0.028773943716666674,0.17560069493123906,-0.516900161,0.394595102,-1.7264366230000003,14,-0.01170476905,0.043626295496051175,-0.115772704,0.089395043,-0.7022861429999999,20,0.0,0.0,0,0,0,0,0.13347199005434832,0.07131331272163126,0.008913590051963407,0.2938842205375146,8.008319403260899,17,0.10283026704285793,0.0651855200729094,0.019890451109203934,0.2523402509242231,6.169816022571475,17,0.0990172343512328,0.056945901468689664,0.012007477309727177,0.25219072469466797,5.941034061073968,17,0.14319684299808247,0.06968644171641061,0.021233804283300295,0.29410663933587977,8.591810579884948,17,0.18224824792232114,0.12288613341754887,0.011426401663340607,0.5311678378423436,10.934894875339268,16,0.14524378011753983,0.11075578211060814,0.020519209249685866,0.517441152043171,8.71462680705239,15,0.1140620864732395,0.07754167786866582,0.005133621692149316,0.31641194376329784,6.8437251883943695,16,0.19034207925324992,0.11864561764143874,0.029661619113166466,0.5316943119350142,11.420524755194995,15,-5.852540526169084,44.78064065235877,-79.1862972446196,77.68327666976745,-351.15243157014504,20,-4.097191530432781,45.023894286816635,-80.92375165719378,84.55435953969146,-245.83149182596685,16,-7.57282689521704,50.28445715712094,-89.16037552661277,77.15299408137015,-454.36961371302243,16,0
45300,0.007276531899999999,0.09100940495117946,-0.192991334,0.205213809,0.43659191399999997,17,-0.01986752143333333,0.1011652668126189,-0.194395739,0.219042237,-1.1920512859999999,17,-0.0015567736999999996,0.049363302733364416,-0.08719059,0.112276884,-0.09340642199999998,15,-0.005190892266666671,0.10881121016612151,-0.226587954,0.224361643,-0.31145353600000025,16,0.00046903310000000014,0.1230785647569003,-0.253499113,0.35883721,0.028141986000000008,16,-0.0027188547,0.046782606361659006,-0.083255994,0.17557976,-0.163131282,18,0.0,0.0,0,0,0,0,0.12225355185973572,0.06142576887839351,0.022660540292906015,0.2508727378721832,7.335213111584143,20,0.09888067863206804,0.05596349685376099,0.009987499565093406,0.2194029250204194,5.9328407179240825,20,0.09156101019288224,0.0474367682129248,0.003669914269247444,0.21332792382612428,5.493660611572934,17,0.13282012329748139,0.0589184934908668,0.024715278036502402,0.25281110174085475,7.9692073978488835,20,0.1429429575603951,0.07897361878471275,0.009863983310594253,0.3756326554248663,8.576577453623706,22,0.1082458216085731,0.07368129172995765,0.011123129352870666,0.35936989864112395,6.494749296514386,16,0.10226847857986905,0.058543155250491426,0.018757227136934847,0.2298099586226459,6.136108714792143,20,0.15107777424198554,0.07746365835946221,0.03340079774926415,0.37614155924370274,9.064666454519132,22,-6.53041132625522,44.58498730891415,-84.00108979749221,85.07090252942439,-391.8246795753132,18,4.073779886379138,44.852941131239604,-77.71263963535694,80.38387176356808,244.4267931827483,17,-2.0136776443070716,45.47261212880778,-81.33943273385695,83.82415981674612,-120.8206586584243,17,0
45360,0.0012427164999999972,0.08971690058181016,-0.175723985,0.184025595,0.07456298999999983,17,-0.00040930883333333375,0.10876552566373289,-0.229876705,0.25754391,-0.024558530000000026,16,0.0011408325666666668,0.04589997576584437,-0.098673485,0.136733883,0.06844995400000001,17,0.009726155166666665,0.1242188043481375,-0.358367809,0.274074568,0.5835693099999999,13,-0.002773376316666664,0.15823775624936698,-0.31684361,0.48436288,-0.16640257899999983,16,-0.007603236550000001,0.04935472549733575,-0.132229444,0.168791156,-0.456194193,16,0.0,0.0,0,0,0,0,0.12379407747588957,0.06554451755981566,0.018828256977000316,0.27033537124158635,7.427644648553374,18,0.09997442489691685,0.06143248981625023,0.010728494837327556,0.25816526102292064,5.9984654938150115,17,0.08685341718762422,0.0498743603600293,0.00897170425642046,0.1897031737074857,5.211205031257453,19,0.13243903283066633,0.06443249836470634,0.019078813105749663,0.2807553441556446,7.94634196983998,17,0.16259868027509436,0.11699181236985631,0.02319557660252577,0.6025237638876618,9.755920816505661,17,0.12629655736727752,0.10639790480267293,0.018248728162912533,0.48543633801444225,7.577793442036651,19,0.11155927542813203,0.07324464909616334,0.006461931178260645,0.35981734987412417,6.693556525687922,18,0.17112628518861667,0.11527207942379603,0.02320543462623661,0.6033870439380782,10.267577111317,17,-1.2040303023886156,48.92693119255061,-81.28748000854928,82.03355932115909,-72.24181814331693,15,-5.1903566899201135,42.105989313805935,-83.50433429654235,74.35495387302609,-311.42140139520683,16,-4.987827244855334,47.38605487449274,-86.30367722289276,86.7129230165935,-299.26963469132,13,0
45420,-0.0042852293333333295,0.08786464158315825,-0.19102136,0.247290403,-0.25711375999999975,20,0.0005237405333333331,0.11716564597169427,-0.175937115,0.388769708,0.03142443199999999,15,-0.005520830733333333,0.05038558698635387,-0.161631042,0.107012113,-0.331249844,20,-0.0015784055833333306,0.11404013391568377,-0.342399805,0.348360697,-0.09470433499999983,17,-0.001379699083333332,0.12435633511486538,-0.267034604,0.255731126,-0.08278194499999993,14,-0.008284221066666667,0.04597674210826921,-0.119861372,0.118663892,-0.497053264,20,0.0,0.0,0,0,0,0,0.12423185512319183,0.07597234849196853,0.013336827232578407,0.4036102605604654,7.45391130739151,15,0.10516164192297138,0.07107292018041578,0.008162617092738089,0.3954062209903315,6.309698515378283,15,0.08555994355807296,0.053516286705055795,0.008075527264747733,0.24900535098001936,5.133596613484378,19,0.13433340818800546,0.07540106686800423,0.018221083586194238,0.41000662942095994,8.060004491280328,14,0.14484475750278072,0.0844897780236007,0.015115867515280029,0.367704001131025,8.690685450166843,17,0.11801388863335358,0.05904873219551355,0.01508719377595615,0.2671770506176489,7.080833318001215,15,0.09842732183476811,0.073069816220059,0.014203641947534724,0.3486930470875714,5.9056393100860864,22,0.15371830784876336,0.0814122649868133,0.0190359412756191,0.3677108750973868,9.223098470925802,17,2.8360407271001535,50.11938900536649,-73.45601266526431,84.42636088770048,170.1624436260092,16,-2.649953835223088,41.26972597321683,-80.62743385330356,81.1948025143852,-158.99723011338529,20,1.9172256321645587,51.95033850491052,-74.4700303129404,82.7797338614691,115.03353792987352,17,0
45480,-0.0054828075,0.08596236114165352,-0.184849442,0.192429934,-0.32896844999999997,17,0.01024892298333333,0.12656463215628486,-0.425303021,0.33495583,0.6149353789999998,18,0.0019165173833333323,0.058823113282446576,-0.226021521,0.173660613,0.11499104299999993,23,-0.004896970766666666,0.10881003185942659,-0.295920784,0.206989454,-0.293818246,15,0.0007736085999999978,0.11953279519385983,-0.340731254,0.359917801,0.046416515999999866,15,-0.0005342054166666674,0.05690283438605877,-0.242925116,0.184199176,-0.03205232500000004,20,0.0,0.0,0,0,0,0,0.12733639893813298,0.0840008546627689,0.016621187580822858,0.4273666934662836,7.640183936287979,20,0.1070321640372113,0.08910257664664879,0.012132837771739716,0.42916584788055345,6.421929842232678,17,0.0862957285602654,0.05753972424730665,0.007957818287415779,0.27621978313476675,5.177743713615924,18,0.13962573165405381,0.08475638346916159,0.03298135669643947,0.431211034181191,8.377543899243229,20,0.1379357981527438,0.08248602144560463,0.015939017196296767,0.3875520091353628,8.276147889164628,20,0.10481463475624477,0.0797157929177612,0.016253496099488257,0.3696556430826976,6.2888780853746855,17,0.10069720553693426,0.06921302044899841,0.006262991996571607,0.30939224755745554,6.041832332216056,19,0.147300123675573,0.08559119455817046,0.020414451939523896,0.41636071539942754,8.83800742053438,20,8.998002187966977,49.52497830266177,-81.75008059888542,83.6913413245584,539.8801312780186,17,-5.924154036382373,43.43745368809068,-76.48508495523404,83.38653442378823,-355.4492421829424,18,4.13695410083775,47.61326362507901,-86.05922539976397,84.5529366509617,248.217246050265,17,0
45540,-0.005129491999999999,0.07558148241449843,-0.19617362,0.122053767,-0.30776951999999996,17,0.005082696966666666,0.10444763793679733,-0.232235239,0.259451122,0.304961818,17,-0.004115910899999999,0.04431387317529924,-0.097934984,0.11540141,-0.24695465399999997,21,-0.006168138683333329,0.18944155897022755,-0.536669957,0.611395765,-0.3700883209999998,15,0.018364543816666665,0.18490007254340854,-0.694123536,0.654238969,1.1018726289999998,15,-0.005825952216666666,0.03984117714967435,-0.095139825,0.065943153,-0.34955713299999996,22,0.0,0.0,0,0,0,0,0.1160215496470502,0.05464198338805098,0.025280832570163607,0.26081282155922875,6.961292978823012,21,0.09855013622838345,0.05513425647369467,0.006763691380418905,0.2839583950811227,5.913008173703007,18,0.07596143973112293,0.04303865736276813,0.008236969024359627,0.19631268267370217,4.557686383867376,19,0.12391982954233079,0.055131194779727874,0.030558279397653185,0.2852031088885151,7.4351897725398475,20,0.1909657374848865,0.1826794773423288,0.02455569126633384,0.9249931160225349,11.45794424909319,19,0.13125346883659428,0.13650414556328072,0.012289855923516923,0.6983747457154262,7.875208130195657,16,0.1407548109100689,0.13191254470779545,0.011014025849010753,0.6162179676736782,8.445288654604134,18,0.1961868025762512,0.18148834420820048,0.027381391719010707,0.928187517106873,11.771208154575072,19,5.161646560524702,52.404764269545694,-77.13194197727319,84.70456657837981,309.69879363148215,13,-4.2559500808614805,38.63540585662144,-83.99731269467956,81.76409323655187,-255.35700485168886,18,8.514129725064217,44.26729631650519,-84.08008321151537,70.4064881790245,510.84778350385307,14,0
45600,-0.006487854499999999,0.07890369378629768,-0.160471981,0.183200408,-0.38927126999999995,15,0.004021855966666666,0.09863566091810097,-0.227935065,0.186903998,0.24131135799999998,17,-0.0033232583333333327,0.049249508194713174,-0.128261011,0.093439358,-0.19939549999999995,18,-0.0007490284666666619,0.12357572153159718,-0.234270493,0.449515366,-0.04494170799999971,14,0.0012336922333333314,0.14413180621189314,-0.385058442,0.294618432,0.07402153399999989,12,-0.00667851135,0.036485333363547236,-0.109506743,0.106269487,-0.400710681,20,0.0,0.0,0,0,0,0,0.11294337964509783,0.05515095431060531,0.006976763762075151,0.24372598471434334,6.77660277870587,18,0.0945776912913744,0.055548533207646744,0.015914349905854306,0.23356377370376075,5.674661477482464,18,0.08229327847743305,0.042642436737932866,0.02898693644732946,0.1970967891354809,4.937596708645983,21,0.12264306651556114,0.056165180803196414,0.03143263829056298,0.2522667490791337,7.358583990933669,17,0.16211255843214628,0.096546058267172,0.027082065215544935,0.5918902499835432,9.726753505928777,20,0.12799926717890997,0.07409830808048097,0.02271213456787829,0.38526243955177647,7.679956030734599,17,0.1028652425995334,0.07672982504178606,0.004588826756083629,0.4496901242456107,6.171914555972005,18,0.16846377113705993,0.09253395619620661,0.03648312124526526,0.5920229823237441,10.107826268223596,20,3.084479738627686,46.22433848531317,-78.19745233638142,68.68026803571058,185.06878431766117,18,-4.213533391362472,42.33622067592544,-77.82141656564397,80.67841103612726,-252.81200348174832,17,-1.2477369731491015,54.19504213247899,-83.82430657985171,86.70983255554846,-74.86421838894609,13,0
45660,0.0009635454000000006,0.09513462609572454,-0.275990057,0.215418371,0.05781272400000004,16,-0.028750900566666668,0.1286635093078858,-0.466834831,0.22164558,-1.725054034,16,-0.007616312316666664,0.04661982225681061,-0.138628655,0.100277532,-0.45697873899999986,16,-0.016545628283333332,0.12926946220429675,-0.281121816,0.295043198,-0.9927376969999999,16,-0.0028322447333333314,0.1397855221479935,-0.402606202,0.257222925,-0.1699346839999999,15,-0.009570152083333333,0.05222695788644157,-0.137131935,0.192719603,-0.574209125,19,0.0,0.0,0,0,0,0,0.13234198172486691,0.09292583168383946,0.022094975153387254,0.49295300658100466,7.940518903492015,17,0.11127276858910423,0.08387988676904153,0.021676982963060382,0.466883058742027,6.676366115346254,19,0.0902745793304259,0.05473859408374202,0.0020179955676150533,0.2902500104979805,5.4164747598255545,20,0.1426499110185475,0.08935865051181159,0.038707251995552604,0.4929986793113796,8.55899466111285,19,0.16541054992069998,0.09334212099989864,0.002079541183473893,0.4068429242215269,9.924632995241998,18,0.1217917210805633,0.08534817607942764,0.014948917699916875,0.40281647171651763,7.307503264833798,17,0.1140362722381988,0.0811486546295717,0.015915836341108942,0.3142462261601995,6.842176334291928,19,0.1729258472590982,0.09459255582460697,0.035222030606418875,0.40705100538679706,10.375550835545893,18,-6.151353394747188,48.25019727598705,-83.00530982057303,88.69114192952594,-369.0812036848313,15,-3.785178173985988,39.73078658267029,-74.63142572114508,81.79208966658764,-227.11069043915927,19,-1.466441613899802,49.0122849070843,-81.52508255981111,81.26190802260601,-87.98649683398811,15,0
45720,0.00539721505,0.15819072825176184,-0.331760418,0.493540189,0.323832903,16,0.026523557950000005,0.182040245612772,-0.487063303,0.373944846,1.5914134770000004,14,0.004827850966666667,0.05065078171649164,-0.099318877,0.125013982,0.289671058,16,0.012030372299999998,0.17468898264399138,-0.295436136,0.463922001,0.7218223379999998,13,0.03380444048333334,0.17541227331737927,-0.322911086,0.399087121,2.0282664290000003,12,0.003543901500000001,0.06871062027090326,-0.142783393,0.165302026,0.21263409000000005,17,0.0,0.0,0,0,0,0,0.2067660309458817,0.12422237743890574,0.004376058067480481,0.5143744653215471,12.405961856752901,16,0.15349424308975504,0.11172943154577239,0.018464327370064825,0.48757360999958294,9.209654585385302,17,0.13873242078957443,0.08983448935969922,0.01613800040440209,0.49444508101990825,8.323945247374466,20,0.21575554832867241,0.11898639202686569,0.020110726552537206,0.5152427685678426,12.945332899720345,17,0.216334797146099,0.12247865305775682,0.02234370780243767,0.5629479579284967,12.980087828765939,17,0.16635905402296006,0.09230973633056964,0.011103426993414647,0.39933925326315917,9.981543241377603,16,0.15634822474884863,0.10265602531881746,0.02976817079743114,0.46672654373982564,9.380893484930917,17,0.23006132895333764,0.11620505944796526,0.05401132548175371,0.5652613970149951,13.803679737200259,18,11.634791740278928,45.64327976369105,-77.66837123319968,87.11139404032141,698.0875044167357,16,1.4344664780144865,45.88482273154776,-78.61560268054897,83.70092406804858,86.06798868086919,16,6.7336114156799045,47.11121717888857,-73.16135602299669,85.36317841181231,404.0166849407943,13,0
45780,-0.018233209966666667,0.13872300976509164,-0.350244315,0.280469292,-1.093992598,14,0.026374907149999995,0.14524616152011544,-0.324563495,0.377698108,1.5824944289999996,14,-0.01267793563333333,0.05764654696977387,-0.144464185,0.105222512,-0.7606761379999998,13,-0.0049648774999999975,0.1417719855321652,-0.385339012,0.269572898,-0.29789264999999987,12,-0.00225443328333333,0.1755939779917561,-0.329727991,0.363131894,-0.1352659969999998,13,-0.010771200116666666,0.05617139557430836,-0.144416925,0.139552077,-0.646272007,15,0.0,0.0,0,0,0,0,0.17896038742231982,0.09389560160029066,0.01915096232124185,0.5150989623136498,10.737623245339188,19,0.13850457157387927,0.07603809292358564,0.008637008105344351,0.3781966077928587,8.310274294432757,16,0.12886326021526603,0.07862279405887881,0.008776113066384003,0.3507818318400555,7.7317956129159615,17,0.1898800453606932,0.09059297273165659,0.021170309580450755,0.5154646004682034,11.392802721641592,19,0.20140965678409098,0.09853613948238457,0.011952795872723335,0.44458714115112735,12.084579407045458,14,0.1563995091032346,0.09610529738087516,0.013486195430199728,0.3820490580665149,9.383970546194076,16,0.13180492888212697,0.07570063040314941,0.011444999917873525,0.38793321743540393,7.908295732927618,16,0.21063838437565627,0.09547486748484726,0.048455080134565016,0.4468375018925568,12.638303062539377,13,5.9183213296607,48.195999820906046,-84.55485149809898,87.9844409839177,355.099279779642,16,-4.114244848719511,42.732423308773186,-67.50971665233239,76.2987077716289,-246.85469092317064,15,-7.720735250697483,49.339474263121964,-81.98620371893284,79.73605432202957,-463.24411504184894,16,0
45840,-0.011497216116666669,0.14289401027222068,-0.256042852,0.377189529,-0.6898329670000001,15,-0.008259653216666668,0.15047674669980152,-0.338802473,0.339172995,-0.4955791930000001,13,-0.002148561416666667,0.06539857726840341,-0.130563266,0.13877721,-0.12891368500000003,18,-0.014029428266666664,0.17099164997456523,-0.312272839,0.330029016,-0.8417656959999998,13,0.015106251399999996,0.2308844678892578,-0.4644025,0.586366321,0.9063750839999998,15,-0.0021040636833333324,0.06990735436749959,-0.158746972,0.148870909,-0.12624382099999995,16,0.0,0.0,0,0,0,0,0.17723483134167156,0.10640093372948904,0.01002402827103301,0.4848717262912583,10.634089880500294,15,0.13427760879290387,0.0930495589672519,0.012760555770000773,0.3505030314582261,8.056656527574232,17,0.1356549263466928,0.07823446376250486,0.015187214217935296,0.39030519391750945,8.139295580801567,16,0.19041755213254746,0.10331515710992828,0.03492259752593727,0.49514320612163076,11.425053127952848,16,0.2486387977304596,0.14180599349399609,0.015949830739130998,0.6594706043925931,14.918327863827576,16,0.1965491804579466,0.1383650662119345,0.03287178864868856,0.5866612769203273,11.792950827476796,18,0.167106589360349,0.07701905496287008,0.033118037668836114,0.33251527312444507,10.02639536162094,16,0.2611199265965805,0.1361259677368389,0.05652468338136971,0.6597328773773867,15.66719559579483,18,-6.088368597509076,42.42301971381856,-77.61465714807284,79.15241122515471,-365.30211585054457,12,-6.217457668739754,47.45338883006917,-77.00570418842217,82.93748225188551,-373.0474601243852,17,-3.4350608627674473,46.79976921439327,-80.44298117519007,80.51445033618339,-206.10365176604682,15,0
45900,-0.013499626116666665,0.12732620663148703,-0.216729624,0.447823612,-0.8099775669999999,17,0.0023472212999999997,0.16197941745081704,-0.366279323,0.3835853,0.14083327799999998,11,-0.01243425395,0.04506386092972344,-0.113244337,0.075948024,-0.746055237,15,0.02478048823333333,0.13512461924901153,-0.335811314,0.301814069,1.4868292939999999,18,-0.03569686826666667,0.22107722267059868,-0.585427661,0.299127216,-2.141812096,12,-0.009825143583333334,0.05037648339203506,-0.10110063,0.158371089,-0.5895086150000001,19,0.0,0.0,0,0,0,0,0.1834869705972502,0.09166309334836088,0.019880661222812134,0.44798136875798683,11.00921823583501,16,0.14305095636570855,0.08729548023083517,0.01444105441713357,0.3857637437630717,8.583057381942513,14,0.11292432429504609,0.07494823145682084,0.007734227379544772,0.44868280579165887,6.775459457702765,20,0.19096994779486182,0.08798045485658874,0.025206995391500394,0.44884026056340837,11.45819686769171,16,0.22240559290553463,0.13693619324919526,0.04484620763022993,0.6195005486502912,13.344335574332078,17,0.19047328151614323,0.1261426762847241,0.011830178156088141,0.5891223047481111,11.428396890968594,17,0.12292523447390653,0.07843709364891124,0.0184802065530497,0.35275587323257046,7.375514068434392,22,0.23062227993582918,0.13267253345629174,0.04595453175595653,0.6229931568370612,13.837336796149751,18,2.9693279932901513,53.88636050074466,-84.6903636318835,83.2605510174339,178.15967959740908,10,-6.476847036906472,42.269126688384155,-86.1879220826182,86.14291542188928,-388.6108222143883,15,0.39235843713562346,56.134896918638496,-87.12443094542978,86.25554432942444,23.541506228137408,17,0
45960,0.019321544333333333,0.17345945310297364,-0.430943265,0.492196275,1.15929266,17,-0.03347287610000001,0.2177819506424914,-0.47759668,0.492751778,-2.0083725660000002,17,-0.012319694533333335,0.10006306923179639,-0.393391432,0.182123122,-0.7391816720000001,20,0.005948821183333331,0.1675253819695704,-0.316537606,0.441810927,0.3569292709999999,16,-0.005328079183333337,0.2179125080410341,-0.804867959,0.559719432,-0.3196847510000002,18,-0.013534541583333332,0.10275226444011368,-0.337965873,0.315849872,-0.8120724949999999,20,0.0,0.0,0,0,0,0,0.24026438217937432,0.14258624293810862,0.006207889455734936,0.6019491936415908,14.41586293076246,16,0.20396678922801095,0.128170939031675,0.010881395104988515,0.5242542106391672,12.238007353680658,17,0.16691021399943443,0.11092155012809012,0.01077416781113813,0.6300904632629241,10.014612839966066,16,0.25761997251586344,0.14734403959002326,0.03885224193633996,0.7190964125183577,15.457198350951806,15,0.23250212899164774,0.14367326904571429,0.02898636312103918,0.8642207661211999,13.950127739498864,16,0.1940163853229214,0.1413459705278383,0.02946331545349364,0.8085481749299165,11.640983119375283,21,0.1672867743957169,0.10191110697296027,0.00510837145613394,0.45392945322096245,10.037206463743015,17,0.2545020310416295,0.1431456842886601,0.08233638696835716,0.867649268052931,15.270121862497769,16,-6.493926077353291,48.304299585532526,-71.77376501217222,85.41989552174269,-389.63556464119745,17,5.115703878053383,39.953224258924045,-76.65496294278893,73.73554414475991,306.942232683203,17,0.01583959232429564,48.53176776839313,-87.65612058247481,83.5422587577891,0.9503755394577382,18,0
46020,0.03351614023333334,0.18958668253026978,-0.368243068,0.430861788,2.010968414,19,0.0068114732833333335,0.17313045670357008,-0.358101415,0.418356201,0.40868839700000004,17,0.0023482139833333328,0.1342986204547525,-0.407014622,0.261319703,0.14089283899999996,14,0.016507087733333342,0.27483587244165464,-0.613768439,0.544193976,0.9904252640000005,17,0.03742910765,0.2728102631398647,-0.689904935,0.676375554,2.2457464590000003,13,-0.004264340133333333,0.14127735400315314,-0.457937256,0.251221136,-0.255860408,16,0.0,0.0,0,0,0,0,0.22180241186962968,0.13067774591944892,0.010947703545321,0.5046085811215957,13.30814471217778,17,0.1839711269103412,0.11680769939245732,0.004863278298080422,0.4720640072053559,11.038267614620473,18,0.19916913171554546,0.12159983786004448,0.01956651529159344,0.5407598897513141,11.950147902932727,20,0.25507687303688004,0.13777355180574516,0.03394838752777213,0.5889535721567676,15.3046123822128,17,0.32474841960607637,0.210743830010142,0.035966515994757135,0.9133430827248344,19.48490517636458,18,0.25667745534948744,0.1697878782271358,0.009406236504151913,0.6977092892139588,15.400647320969245,17,0.2518163180680389,0.17692770880186923,0.028140885152834638,0.6372017411457201,15.108979084082334,17,0.3518898100488564,0.21380966662038461,0.0542419999013441,0.9292523602165046,21.113388602931384,17,1.9345049875231182,39.37631405611681,-64.14753216720966,81.09593514468972,116.07029925138708,19,9.412057897303137,42.53299952146477,-73.13134486193955,88.3922982547504,564.7234738381883,17,7.983343938831443,44.64630758898628,-76.48993101526717,77.75187065054152,479.0006363298866,16,0
46080,-0.029519440249999994,0.31938850426556536,-1.627718888,1.225171759,-1.7711664149999997,17,0.054801276399999994,0.3606307684167634,-1.552387962,0.783371082,3.2880765839999997,16,0.0005620982999999896,0.5302995464838253,-2.694747887,1.450360876,0.03372589799999938,16,-0.013321244666666673,0.3975648566377421,-1.818432181,1.472140278,-0.7992746800000003,16,0.019927327933333332,0.3392801807292325,-1.168384062,0.581437382,1.1956396759999999,16,0.0032559426499999948,0.44623213128256517,-2.418137578,1.511276444,0.19535655899999968,16,0.0,0.0,0,0,0,0,0.3502530887693054,0.33353757602669337,0.037074795895876866,1.7893277210047036,21.015185326158324,16,0.4073049250857735,0.49559806497969683,0.02328629762594013,3.1099155228162516,24.43829550514641,15,0.3656348417521471,0.498154959589648,0.044250873226967406,2.71040134407521,21.938090505128827,24,0.4727142352611153,0.5384937896726743,0.08917199552355262,3.123489047608014,28.362854115666916,16,0.39555605188318893,0.33858029482218654,0.004244999980789164,2.0592183063277143,23.733363112991334,16,0.372803123542023,0.41630633774105225,0.005069841401437524,2.6856117855102077,22.36818741252138,17,0.37639982385068266,0.46183768230016364,0.011539758392695923,2.457629223415546,22.58398943104096,17,0.4845583832115252,0.4838497807052749,0.012085003254624966,2.721224488373151,29.073502992691513,17,8.472875701279815,43.367347327304785,-75.56062688355972,84.55075356781873,508.37254207678893,19,-9.899403524328656,33.257075997708604,-81.51848427110161,58.26205394548288,-593.9642114597194,16,9.899914790032573,42.54914460477175,-84.32415154674995,87.44536444353663,593.9948874019544,15,0
